job_male,job_female,similarity,img_similarity,text_similarity,job_male_ratio,job_female_ratio
Telecommunication equipment installer,Payroll and timekeeping clerk,0.6809619062273317,0.884765625,0.7734375,5.9,88.2
Computer hardware engineer,Accountant,0.6809179434198668,0.8671875,0.79248046875,5.9,57.0
First-line supervisor of retail sales workers,Substance abuse and behavioral disorder counselor,0.6809069527180005,0.8955078125,0.76171875,44.6,78.1
Materials engineer,Surgical technologist,0.6808904666652013,0.87255859375,0.78662109375,13.5,76.9
Construction and building inspector,Financial manager,0.6808886348815568,0.85546875,0.80517578125,10.5,56.2
Electrical and electronics engineer,Miscellaneous health technician,0.6808446720740919,0.837890625,0.82421875,11.6,72.7
Food service manager,Order clerk,0.6808410085068033,0.8037109375,0.861328125,46.7,58.3
Software developer,Data entry keyer,0.6808135317521377,0.93994140625,0.71337890625,20.2,72.7
Computer systems manager,Medical secretary,0.6807347650554298,0.859375,0.80078125,27.7,92.8
Logistician,Social and human service assistant,0.6806413440895669,0.90380859375,0.75244140625,38.7,75.3
Electrical and electronics engineer,Graphic designer,0.6805955494984577,0.869140625,0.7900390625,11.6,54.7
Web and digital interface designer,Editor,0.6805607456092146,0.93701171875,0.71630859375,42.7,56.6
Counter and rental clerk,Financial manager,0.6804929696143729,0.828125,0.83447265625,38.7,56.2
Logistician,Billing and posting clerk,0.6804618292924186,0.93017578125,0.7236328125,38.7,91.4
Computer systems analyst,Advertising sales agent,0.68042885718682,0.88427734375,0.7734375,37.8,52.7
Director,Paralegal,0.6803427633555346,0.8662109375,0.79296875,43.6,83.0
Software developer,Nurse practitioner,0.6803262773027352,0.84326171875,0.81787109375,20.2,89.8
Purchasing manager,Psychiatric technician,0.6802291927695836,0.853515625,0.806640625,47.7,69.5
Computer support specialist,Paralegal,0.6802291927695836,0.853515625,0.806640625,26.2,83.0
Training and development manager,Medical secretary,0.6802145385004287,0.84765625,0.81298828125,48.0,92.8
Facilities manager,Childcare administrator,0.6801559214238088,0.82421875,0.83837890625,23.4,68.6
Telecommunication equipment installer,Order clerk,0.6801064632654108,0.88623046875,0.77099609375,5.9,58.3
Stocker,Baker,0.6800863136453228,0.8291015625,0.8330078125,36.5,65.5
Software developer,Medical assistant,0.6799196213336851,0.84423828125,0.81640625,20.2,88.8
Printing press operator,Laundry worker,0.6797822375603573,0.87109375,0.787109375,24.7,74.5
Chemical engineer,Clinical laboratory technician,0.6797767422094242,0.81982421875,0.8427734375,21.6,76.3
Postsecondary teacher,Media collections specialist,0.6797730786421354,0.91650390625,0.73779296875,46.6,82.5
Chemical technician,Administrative services manager,0.6797639197239136,0.8310546875,0.83056640625,35.0,74.0
Lawyer,Substance abuse and behavioral disorder counselor,0.6797602561566248,0.927734375,0.7255859375,39.5,78.1
Supervisor of transportation and material moving workers,Billing and posting clerk,0.6797437701038256,0.90478515625,0.75048828125,25.5,91.4
Electrical and electronics engineer,Social and human service assistant,0.6797089662145825,0.841796875,0.81884765625,11.6,75.3
Computer systems analyst,Tax preparer,0.6796045545468534,0.91455078125,0.73974609375,37.8,66.3
Computer network architect,Social and human service assistant,0.6793609273221521,0.8662109375,0.7919921875,7.7,75.3
First-line supervisor of security workers,Social and community service manager,0.6793316187838422,0.8544921875,0.8046875,22.5,71.7
Operation manager,Substance abuse and behavioral disorder counselor,0.6792986466782436,0.939453125,0.71240234375,37.1,78.1
Cost estimator,Author,0.6792931513273104,0.88818359375,0.76806640625,17.7,53.8
Software quality tester,Editor,0.6792290388997575,0.9443359375,0.70703125,44.1,56.6
Chemical engineer,Training and development specialist,0.6791630946885601,0.8525390625,0.806640625,21.6,56.7
Computer programmer,Administrative services manager,0.6791557675539827,0.9150390625,0.73876953125,21.5,74.0
Web and digital interface designer,Compliance officer,0.679053187669898,0.8740234375,0.783203125,42.7,51.8
Mechanical engineer,Ophthalmic medical technician,0.679053187669898,0.8740234375,0.783203125,10.1,73.7
Property assessor,Travel agent,0.6789579349203907,0.9013671875,0.75341796875,34.2,79.7
Computer numerically controlled tool operator,Operations research analyst,0.6789542713531019,0.8671875,0.79052734375,7.8,55.0
First-line supervisor of housekeeping and janitorial workers,Human resources manager,0.6788993178437708,0.8779296875,0.77880859375,44.1,76.5
Cost estimator,Lodging manager,0.6788700093054609,0.8662109375,0.79150390625,17.7,61.6
Surveying and mapping technician,Social and community service manager,0.6788535232526616,0.84326171875,0.81640625,12.0,71.7
Personal financial advisor,Substance abuse and behavioral disorder counselor,0.6788187193634185,0.9111328125,0.74267578125,32.6,78.1
Telecommunication equipment installer,Public safety telecommunicator,0.6786831673737351,0.82421875,0.8369140625,5.9,78.2
Food service manager,Customer service representative,0.678677672022802,0.77294921875,0.892578125,46.7,65.3
Chemical engineer,Physician assistant,0.678558606085918,0.83984375,0.81982421875,21.6,68.8
Aerospace engineer,Insurance sales agent,0.6785073161438756,0.884765625,0.77099609375,15.2,54.9
Computer support specialist,Medical secretary,0.6784761758219213,0.85595703125,0.80224609375,26.2,92.8
Postsecondary teacher,Travel agent,0.6784248858798789,0.90087890625,0.75341796875,46.6,79.7
Telecommunication line installer,Public safety telecommunicator,0.6784029044761466,0.82666015625,0.833984375,5.3,78.2
Emergency medical technician,Registered nurse,0.6783864184233472,0.8037109375,0.85888671875,39.4,87.4
Database administrator,Bill and account collector,0.6783589416686816,0.93994140625,0.7109375,30.8,71.2
Industrial production manager,Secondary school teacher,0.6782838385392624,0.8935546875,0.76123046875,19.1,56.9
Materials engineer,Real estate broker,0.6782801749719738,0.859375,0.79833984375,13.5,57.0
Database administrator,Biological scientist,0.6782398757317976,0.8759765625,0.7802734375,30.8,55.0
Web developer,Medical and health services manager,0.6781940811406884,0.84130859375,0.81787109375,19.4,71.8
Information security analyst,Teaching assistant,0.6781812586551776,0.8525390625,0.8056640625,19.3,79.5
Construction manager,Lodging manager,0.6780896694729592,0.783203125,0.880859375,10.6,61.6
Chemists and materials scientist,Miscellaneous health technician,0.6780457066654944,0.896484375,0.7578125,36.0,72.7
Supervisor of transportation and material moving workers,Financial manager,0.6780310523963393,0.890625,0.76416015625,25.5,56.2
Computer systems analyst,First-line supervisor of office and administrative support workers,0.677974267103364,0.88427734375,0.77099609375,37.8,65.8
Retail salesperson,Social and community service manager,0.6779248089449659,0.8154296875,0.845703125,49.2,71.7
Supervisor of transportation and material moving workers,Public relations manager,0.6778771825702122,0.89453125,0.759765625,25.5,66.4
Facilities manager,Special education teacher,0.6778753507865678,0.87744140625,0.7783203125,23.4,86.6
Chemical engineer,Dental assistant,0.6778203972772368,0.88818359375,0.7666015625,21.6,92.8
Operation manager,Healthcare social worker,0.6777049949076415,0.8583984375,0.798828125,37.1,77.9
Facilities manager,Miscellaneous health technician,0.6776903406384864,0.8525390625,0.80517578125,23.4,72.7
First-line supervisor of retail sales workers,Psychiatric technician,0.6776903406384864,0.8525390625,0.80517578125,44.6,69.5
Database administrator,Translator,0.6775950878889793,0.8798828125,0.775390625,30.8,74.4
Materials engineer,Insurance claims and policy processing clerk,0.6775950878889793,0.8798828125,0.775390625,13.5,80.1
Security guard,Public safety telecommunicator,0.6775401343796481,0.890625,0.763671875,24.9,78.2
Electrical and electronic engineering technician,Biological scientist,0.6774686948175177,0.87841796875,0.77685546875,11.6,55.0
Mechanical engineer,Executive secretary,0.6774540405483628,0.87255859375,0.783203125,10.1,90.0
Dishwasher,Food batchmaker,0.6772617032657039,0.91015625,0.7421875,23.1,55.7
First-line supervisor of production and operating workers,Marketing manager,0.6772562079147708,0.85888671875,0.7978515625,23.5,62.4
Telecommunication line installer,Marketing specialist,0.6772140768909503,0.8583984375,0.79833984375,5.3,61.7
Construction manager,Loan interviewer,0.6771994226217952,0.8525390625,0.8046875,10.6,76.9
Database administrator,Data entry keyer,0.6771701140834854,0.9716796875,0.67529296875,30.8,72.7
Industrial production manager,Food preparation worker,0.6770675341994006,0.7998046875,0.86181640625,19.1,58.7
Supervisor of transportation and material moving workers,File Clerk,0.6770492163629569,0.890625,0.76318359375,25.5,76.0
Director,Graphic designer,0.6769796085844708,0.8955078125,0.7578125,43.6,54.7
First-line supervisor of production and operating workers,Billing and posting clerk,0.6769612907480271,0.85546875,0.80126953125,23.5,91.4
Retail salesperson,Public relations manager,0.6769429729115835,0.8154296875,0.8447265625,49.2,66.4
Industrial production manager,Media collections specialist,0.6769393093442948,0.912109375,0.73974609375,19.1,82.5
Web developer,Compliance officer,0.6769356457770059,0.8779296875,0.77685546875,19.4,51.8
Chemical technician,Order clerk,0.6768898511858967,0.84326171875,0.814453125,35.0,58.3
Computer programmer,Translator,0.6768788604840306,0.87158203125,0.78369140625,21.5,74.4
Occupational health and safety specialist,Ophthalmic medical technician,0.6768733651330974,0.8203125,0.83935546875,17.9,73.7
Telecommunication equipment installer,Social and human service assistant,0.6768184116237663,0.8310546875,0.82763671875,5.9,75.3
Database administrator,Tutor,0.6767121681723929,0.88671875,0.76708984375,30.8,70.4
Web developer,Healthcare social worker,0.676539980509822,0.8505859375,0.80615234375,19.4,77.9
Computer hardware engineer,Marketing manager,0.6765253262406671,0.8447265625,0.8125,5.9,62.4
Stocker,Marketing manager,0.676485027000491,0.861328125,0.79443359375,36.5,62.4
Construction manager,Compliance officer,0.676411755654716,0.83203125,0.826171875,10.6,51.8
Logistician,Medical and health services manager,0.6763751199818286,0.8828125,0.77099609375,38.7,71.8
Network and computer systems administrator,First-line supervisor of office and administrative support workers,0.6763018486360539,0.853515625,0.802734375,16.7,65.8
First-line supervisor of production and operating workers,Public relations manager,0.6763018486360539,0.853515625,0.802734375,23.5,66.4
Wastewater treatment system operator,Social and community service manager,0.6761589695117931,0.8291015625,0.8291015625,7.3,71.7
Telecommunication line installer,Administrative services manager,0.6760490624931308,0.8505859375,0.8056640625,5.3,74.0
First-line supervisor of production and operating workers,Training and development specialist,0.6760087632529547,0.8671875,0.78759765625,23.5,56.7
Construction and building inspector,Public relations manager,0.6759941089837997,0.861328125,0.7939453125,10.5,66.4
Software developer,Biological scientist,0.6759922772001554,0.84423828125,0.8125,20.2,55.0
Architectural and engineering manager,Medical records specialist,0.6758365755903839,0.8310546875,0.82666015625,12.8,88.9
Emergency medical technician,Medical and health services manager,0.6758347438067396,0.81396484375,0.84521484375,39.4,71.8
First-line supervisor of housekeeping and janitorial workers,Insurance underwriter,0.6757999399174965,0.8818359375,0.771484375,44.1,56.9
Director,Fundraiser,0.6757742949464753,0.904296875,0.7470703125,43.6,74.9
Computer systems manager,Editor,0.6757596406773203,0.8984375,0.75341796875,27.7,56.6
Director,Tutor,0.6757559771100315,0.8642578125,0.79052734375,43.6,70.4
Food service manager,Insurance underwriter,0.6757120143025667,0.8466796875,0.8095703125,46.7,56.9
Network and computer systems administrator,File Clerk,0.6756460700913693,0.8857421875,0.76708984375,16.7,76.0
Telecommunication line installer,Insurance sales agent,0.6755581444764396,0.8505859375,0.80517578125,5.3,54.9
Industrial truck and tractor operator,Operations research analyst,0.6755434902072847,0.8447265625,0.8115234375,9.5,55.0
Food service manager,Real estate broker,0.6755288359381297,0.8388671875,0.81787109375,46.7,57.0
Postsecondary teacher,Occupational therapist,0.6754445738904886,0.837890625,0.81884765625,46.6,88.6
Operation manager,Editor,0.6754390785395555,0.91748046875,0.732421875,37.1,56.6
Computer programmer,Executive secretary,0.6753529847082702,0.8994140625,0.751953125,21.5,90.0
Civil engineer,Paralegal,0.6752943676316503,0.8759765625,0.77734375,16.9,83.0
Counter and rental clerk,Insurance underwriter,0.6752613955260516,0.830078125,0.8271484375,38.7,56.9
Industrial production manager,Travel agent,0.6752412459059636,0.90380859375,0.7470703125,19.1,79.7
Computer systems analyst,Social and human service assistant,0.6752064420167205,0.8408203125,0.8154296875,37.8,75.3
Occupational health and safety specialist,Loan officer,0.6751936195312099,0.85205078125,0.80322265625,17.9,51.6
Postsecondary teacher,Lodging manager,0.6751533202910338,0.86865234375,0.78515625,46.6,61.6
Chief executive,Interior designer,0.6750983667817027,0.87939453125,0.7734375,30.6,85.3
Parking attendant,Receptionist,0.675010441166773,0.84423828125,0.8115234375,13.5,89.1
Construction equipment operator,Operations research analyst,0.6749774690611743,0.79833984375,0.861328125,1.0,55.0
Information security analyst,School psychologist,0.67491702020091,0.888671875,0.76318359375,19.3,87.9
Director,Social and community service manager,0.6749151884172657,0.87158203125,0.78173828125,43.6,71.7
Supervisor of transportation and material moving workers,Marketing manager,0.674847412422424,0.8935546875,0.7578125,25.5,62.4
Director,Compliance officer,0.6748437488551352,0.859375,0.794921875,43.6,51.8
Chemical engineer,Psychiatric technician,0.6748400852878464,0.8251953125,0.83203125,21.6,69.5
Food service manager,Compliance officer,0.6747301782691842,0.8466796875,0.80859375,46.7,51.8
Information security analyst,Medical appliance technician,0.6746019534140784,0.828125,0.82861328125,19.3,58.9
Wastewater treatment system operator,Human resources manager,0.6746019534140784,0.828125,0.82861328125,7.3,76.5
Retail salesperson,Food preparation worker,0.6745909627122122,0.8564453125,0.7978515625,49.2,58.7
Lawyer,Social and human service assistant,0.6745818037939902,0.90185546875,0.74853515625,39.5,75.3
Director,Advertising sales agent,0.6745799720103459,0.884765625,0.76708984375,43.6,52.7
First-line supervisor of housekeeping and janitorial workers,Real estate broker,0.674550663472036,0.873046875,0.77978515625,44.1,57.0
Chemical engineer,Filling machine operator,0.674382139376754,0.87109375,0.78173828125,21.6,57.3
Materials engineer,Medical secretary,0.6742832230599579,0.8642578125,0.7890625,13.5,92.8
Electrical and electronic engineering technician,Radiologic technician,0.6742465873870706,0.7841796875,0.8759765625,11.6,70.3
Project management specialist,Physical therapist assistant,0.6739846423259257,0.82666015625,0.82958984375,47.3,68.7
Printing press operator,File Clerk,0.6739040438455732,0.85986328125,0.79345703125,24.7,76.0
Surveying and mapping technician,Public relations manager,0.6738893895764184,0.85400390625,0.7998046875,12.0,66.4
Architectural and engineering manager,Paralegal,0.6738527539035309,0.90478515625,0.74462890625,12.8,83.0
Property assessor,Healthcare social worker,0.6738326042834428,0.84765625,0.806640625,34.2,77.9
Logistician,Customer service representative,0.6737666600722455,0.88671875,0.76416015625,38.7,65.3
Construction and building inspector,Receptionist,0.6736952205101151,0.87451171875,0.77734375,10.5,89.1
Wastewater treatment system operator,Social and human service assistant,0.673675070890027,0.8173828125,0.83935546875,7.3,75.3
Web and digital interface designer,Travel agent,0.6736714073227383,0.9140625,0.734375,42.7,79.7
Database administrator,School psychologist,0.6736274445152735,0.896484375,0.75341796875,30.8,87.9
First-line supervisor of retail sales workers,Tax preparer,0.6736091266788298,0.8564453125,0.796875,44.6,66.3
Chemists and materials scientist,Pharmacist,0.6735688274386535,0.873046875,0.77880859375,36.0,57.8
Chemical technician,Human resources manager,0.6735212010639,0.8212890625,0.8349609375,35.0,76.5
Computer network architect,Medical and health services manager,0.6734406025835477,0.8544921875,0.798828125,7.7,71.8
Materials engineer,Healthcare social worker,0.6734406025835477,0.8544921875,0.798828125,13.5,77.9
Aerospace engineer,Executive secretary,0.6734296118816814,0.8828125,0.76806640625,15.2,90.0
Emergency medical technician,Medical scientist,0.673392976208794,0.802734375,0.85498046875,39.4,51.8
Emergency medical technician,Public safety telecommunicator,0.6733343591321742,0.779296875,0.88037109375,39.4,78.2
Mechanical engineer,Loan officer,0.6732464335172443,0.875,0.7763671875,10.1,51.6
Construction and building inspector,Social and community service manager,0.6732006389261351,0.84033203125,0.81396484375,10.5,71.7
Web developer,Teaching assistant,0.6730486008836525,0.861328125,0.791015625,19.4,79.5
Project management specialist,Occupational therapist,0.6730339466144974,0.85546875,0.79736328125,47.3,88.6
Food service manager,Insurance sales agent,0.6729167124612578,0.80859375,0.84814453125,46.7,54.9
Chemical engineer,Nurse practitioner,0.672878245004726,0.84228515625,0.8115234375,21.6,89.8
Personal financial advisor,Loan interviewer,0.6728507682500604,0.84765625,0.8056640625,32.6,76.9
Mechanical engineer,Medical records specialist,0.6727390294477539,0.85205078125,0.80078125,10.1,88.9
Chemical engineer,Advertising sales agent,0.6727371976641094,0.8349609375,0.8193359375,21.6,52.7
Retail salesperson,Postal service clerk,0.6727353658804651,0.81787109375,0.837890625,49.2,54.1
Emergency medical technician,Nursing assistant,0.6726932348566446,0.8173828125,0.83837890625,39.4,90.1
Chemical technician,Medical secretary,0.6725705053524718,0.85009765625,0.802734375,35.0,92.8
Postsecondary teacher,Medical scientist,0.6724148037427004,0.8369140625,0.81689453125,46.6,51.8
Computer programmer,First-line supervisor of office and administrative support workers,0.6723818316371017,0.921875,0.724609375,21.5,65.8
Construction and building inspector,Insurance sales agent,0.6723763362861686,0.87060546875,0.7802734375,10.5,54.9
Food service manager,Executive secretary,0.6722865788875945,0.818359375,0.8369140625,46.7,90.0
Logistician,Mental health counselor,0.6722810835366613,0.89794921875,0.75048828125,38.7,74.6
Software quality tester,Medical secretary,0.672279251753017,0.880859375,0.76904296875,44.1,92.8
Construction and building inspector,Training and development specialist,0.6722499432147071,0.869140625,0.78173828125,10.5,56.7
Sales manager,Skincare specialist,0.6722059804072422,0.8515625,0.80078125,33.1,99.0
Database administrator,Media collections specialist,0.6721675129507103,0.88525390625,0.76416015625,30.8,82.5
Information security analyst,Paralegal,0.6721528586815554,0.87939453125,0.7705078125,19.3,83.0
Computer hardware engineer,Human resources manager,0.6721345408451117,0.83935546875,0.81396484375,5.9,76.5
Occupational health and safety specialist,Licensed practical nurse,0.6721198865759568,0.83349609375,0.8203125,17.9,88.7
Telecommunication line installer,Medical appliance technician,0.6720649330666256,0.84423828125,0.80859375,5.3,58.9
Occupational health and safety specialist,Medical secretary,0.6719641849661853,0.8203125,0.83447265625,17.9,92.8
Electrical and electronic engineering technician,Medical records specialist,0.6719238857260091,0.8369140625,0.81640625,11.6,88.9
Sales manager,Tutor,0.6719055678895655,0.927734375,0.7177734375,33.1,70.4
Postsecondary teacher,File Clerk,0.671883586485833,0.853515625,0.79833984375,46.6,76.0
Telecommunication line installer,Customer service representative,0.6718671004330337,0.83056640625,0.8232421875,5.3,65.3
Mechanical engineer,Tutor,0.6717187259578397,0.8857421875,0.76318359375,10.1,70.4
Web and digital interface designer,Teaching assistant,0.6716601088812197,0.8623046875,0.78857421875,42.7,79.5
Information security analyst,Entertainment and recreation manager,0.6715465382952689,0.849609375,0.80224609375,19.3,50.1
Highway maintenance worker,Human resources worker,0.6715153979733146,0.82080078125,0.83349609375,2.2,76.5
Sales manager,Special education teacher,0.6715044072714483,0.84912109375,0.802734375,33.1,86.6
Wastewater treatment system operator,First-line supervisor of office and administrative support workers,0.6715025754878039,0.83203125,0.8212890625,7.3,65.8
First-line supervisor of production and operating workers,Payroll and timekeeping clerk,0.6714659398149165,0.8828125,0.76611328125,23.5,88.2
Software quality tester,Medical records specialist,0.6714238087910961,0.88232421875,0.7666015625,44.1,88.9
Sales manager,Translator,0.6714109863055855,0.8935546875,0.75439453125,33.1,74.4
Chemical technician,Dental hygienist,0.6713670234981206,0.8759765625,0.7734375,35.0,95.7
Chemical technician,Nursing assistant,0.6712644436140358,0.8349609375,0.81787109375,35.0,90.1
Computer hardware engineer,Filling machine operator,0.6711288916243525,0.87890625,0.77001953125,5.9,57.3
Computer support specialist,Order clerk,0.6711142373551975,0.873046875,0.7763671875,26.2,58.3
Photographer,Public relations manager,0.6711124055715532,0.85595703125,0.794921875,48.5,66.4
Mechanical engineer,Real estate broker,0.6710721063313769,0.87255859375,0.77685546875,10.1,57.0
Chemical technician,Healthcare social worker,0.6709567039617816,0.8427734375,0.80908203125,35.0,77.9
Network and computer systems administrator,Legal secretary,0.6709457132599155,0.87109375,0.7783203125,16.7,96.4
First-line supervisor of retail sales workers,Medical secretary,0.6709438814762712,0.85400390625,0.796875,44.6,92.8
First-line supervisor of police and detectives,Public safety telecommunicator,0.6708614512122744,0.8701171875,0.779296875,10.5,78.2
Supervisor of transportation and material moving workers,Insurance underwriter,0.6708358062412532,0.892578125,0.7548828125,25.5,56.9
Materials engineer,Customer service representative,0.6707588713281897,0.8291015625,0.82373046875,13.5,65.3
Retail salesperson,Executive secretary,0.6707588713281897,0.8291015625,0.82373046875,49.2,90.0
Management analyst,Occupational therapist,0.6707332263571686,0.8515625,0.79931640625,46.6,88.6
First-line supervisor of housekeeping and janitorial workers,Insurance sales agent,0.6707075813861474,0.8740234375,0.77490234375,44.1,54.9
Cutting worker,File Clerk,0.6706050015020626,0.8330078125,0.8193359375,31.1,76.0
Telecommunication line installer,Training and development specialist,0.6705647022618865,0.849609375,0.80126953125,5.3,56.7
Dentist,Medical assistant,0.6705573751273091,0.912109375,0.7333984375,39.5,88.8
Architectural and engineering manager,Medical appliance technician,0.6705207394544215,0.83203125,0.8203125,12.8,58.9
Network and computer systems administrator,Insurance underwriter,0.6703851874647382,0.8759765625,0.7724609375,16.7,56.9
Postsecondary teacher,Editor,0.6703375610899845,0.955078125,0.6865234375,46.6,56.6
Food service manager,Advertising sales agent,0.6703082525516746,0.8125,0.84130859375,46.7,52.7
Purchasing manager,Psychiatric aide,0.6702313176386111,0.8798828125,0.76806640625,47.7,53.5
First-line supervisor of retail sales workers,Fast food and counter worker,0.6702020091003011,0.8681640625,0.78076171875,44.6,66.3
Software quality tester,Psychiatric aide,0.67017636412928,0.890625,0.75634765625,44.1,53.5
Web developer,Editor,0.6701250741872375,0.935546875,0.70751953125,19.4,56.6
First-line supervisor of housekeeping and janitorial workers,Training and development specialist,0.6701195788363045,0.88427734375,0.76318359375,44.1,56.7
Wastewater treatment system operator,Psychiatric technician,0.6700701206779065,0.8154296875,0.837890625,7.3,69.5
First-line supervisor of non-retail sales workers,Food preparation worker,0.6700151671685753,0.826171875,0.826171875,35.9,58.7
Software quality tester,Legal secretary,0.6699693725774661,0.92236328125,0.7216796875,44.1,96.4
Occupational health and safety specialist,Occupational therapist,0.6699565500919555,0.802734375,0.8515625,17.9,88.6
Computer network architect,Data entry keyer,0.6699034283662688,0.96142578125,0.67919921875,7.7,72.7
Management analyst,Nursing assistant,0.6699034283662688,0.83056640625,0.8212890625,46.6,90.1
Parts salesperson,File Clerk,0.669864960909737,0.8642578125,0.78466796875,22.9,76.0
Web developer,Interior designer,0.6697935213476066,0.85205078125,0.7978515625,19.4,85.3
Telecommunication equipment installer,Human resources manager,0.6697513903237862,0.8515625,0.79833984375,5.9,76.5
Counter and rental clerk,First-line supervisor of food preparation and serving workers,0.6697367360546311,0.845703125,0.8046875,38.7,53.5
Postsecondary teacher,Psychiatric aide,0.669725745352765,0.8740234375,0.77392578125,46.6,53.5
Industrial truck and tractor operator,Human resources worker,0.66965247400699,0.8447265625,0.8056640625,9.5,76.5
Surgeon,Registered nurse,0.6695132584500179,0.8544921875,0.794921875,20.0,87.4
Mechanical engineer,Insurance sales agent,0.6694876134789968,0.876953125,0.7705078125,10.1,54.9
Industrial truck and tractor operator,Order clerk,0.6693905289458452,0.88720703125,0.75927734375,9.5,58.3
Retail salesperson,Financial manager,0.6693264165182922,0.8125,0.84033203125,49.2,56.2
Architectural and engineering manager,Secondary school teacher,0.6692934444126935,0.8974609375,0.748046875,12.8,56.9
Telecommunication line installer,Insurance underwriter,0.6691615559902988,0.8447265625,0.80517578125,5.3,56.9
Facilities manager,Medical assistant,0.669146901721144,0.8388671875,0.8115234375,23.4,88.8
Web developer,Legal secretary,0.6691102660482565,0.8896484375,0.75634765625,19.4,96.4
Chemical engineer,Surgical technologist,0.6690791257263022,0.86083984375,0.78759765625,21.6,76.9
Food service manager,Loan officer,0.6690772939426579,0.84375,0.80615234375,46.7,51.6
Construction manager,Billing and posting clerk,0.6690626396735029,0.837890625,0.8125,10.6,91.4
Computer network architect,Tax preparer,0.6690296675679042,0.9228515625,0.72021484375,7.7,66.3
Computer support specialist,Medical appliance technician,0.6689930318950168,0.8427734375,0.80712890625,26.2,58.9
Operation manager,Bill and account collector,0.6689600597894182,0.927734375,0.71484375,37.1,71.2
Computer network architect,Paralegal,0.6689124334146646,0.8759765625,0.77099609375,7.7,83.0
First-line supervisor of retail sales workers,Mental health counselor,0.668884956659999,0.88134765625,0.76513671875,44.6,74.6
Software developer,Medical appliance technician,0.6688245077997348,0.8408203125,0.80908203125,20.2,58.9
Cost estimator,Medical records specialist,0.668701778295562,0.87353515625,0.7734375,17.7,88.9
Computer systems analyst,Graphic designer,0.668701778295562,0.87353515625,0.7734375,37.8,54.7
Purchasing manager,Medical scientist,0.6686156844642765,0.85546875,0.79296875,47.7,51.8
Counter and rental clerk,Teaching assistant,0.6685863759259667,0.84375,0.8056640625,38.7,79.5
Financial and investment analyst,Medical secretary,0.6685314224166354,0.8544921875,0.7939453125,43.9,92.8
Chemical technician,Public relations manager,0.6685277588493468,0.8203125,0.8310546875,35.0,66.4
Materials engineer,Physician assistant,0.6685021138783256,0.8427734375,0.806640625,13.5,68.8
Financial and investment analyst,Medical appliance technician,0.6684728053400157,0.8310546875,0.8193359375,43.9,58.9
Computer systems manager,Order clerk,0.6684068611288183,0.8701171875,0.77685546875,27.7,58.3
Operation manager,Author,0.6683079448120224,0.86328125,0.7841796875,37.1,53.8
Electrical and electronics engineer,Billing and posting clerk,0.6682932905428673,0.857421875,0.79052734375,11.6,91.4
Surveying and mapping technician,Accountant,0.6682932905428673,0.857421875,0.79052734375,12.0,57.0
Electrical and electronics engineer,Ophthalmic medical technician,0.6682896269755787,0.8232421875,0.82763671875,11.6,73.7
Computer systems analyst,Paralegal,0.6682639820045575,0.845703125,0.80322265625,37.8,83.0
Financial and investment analyst,Interior designer,0.6682236827643813,0.8623046875,0.78515625,43.9,85.3
Aerospace engineer,Loan officer,0.6681998695770045,0.90185546875,0.7421875,15.2,51.6
Network and computer systems administrator,Social and human service assistant,0.6681485796349622,0.81591796875,0.83544921875,16.7,75.3
Purchasing manager,Tutor,0.6681320935821629,0.923828125,0.71826171875,47.7,70.4
Project management specialist,Ophthalmic medical technician,0.6681211028802967,0.8212890625,0.82958984375,47.3,73.7
Software quality tester,Teaching assistant,0.6680991214765641,0.8779296875,0.76806640625,44.1,79.5
Operation manager,Psychiatric aide,0.6680002051597682,0.87109375,0.775390625,37.1,53.5
Computer hardware engineer,Customer service representative,0.6678976252756834,0.830078125,0.81982421875,5.9,65.3
Computer systems analyst,Data entry keyer,0.6677291011804014,0.958984375,0.6796875,37.8,72.7
Computer programmer,Biological scientist,0.6676613251855597,0.85009765625,0.7978515625,21.5,55.0
Supervisor of transportation and material moving workers,Receptionist,0.6676246895126723,0.90087890625,0.74267578125,25.5,89.1
Computer network architect,Medical records specialist,0.6675349321140982,0.8486328125,0.79931640625,7.7,88.9
Director,Human resources worker,0.6675239414122319,0.876953125,0.7685546875,43.6,76.5
Management analyst,Ophthalmic medical technician,0.6674488382828128,0.83056640625,0.81884765625,46.6,73.7
Industrial production manager,Nurse practitioner,0.6674360157973022,0.841796875,0.806640625,19.1,89.8
Chemical engineer,Public relations manager,0.6674360157973022,0.841796875,0.806640625,21.6,66.4
Construction and building inspector,Administrative services manager,0.667395716557126,0.8583984375,0.78857421875,10.5,74.0
Surveying and mapping technician,Insurance claims and policy processing clerk,0.6673407630477949,0.869140625,0.77685546875,12.0,80.1
Mechanical engineer,Medical and health services manager,0.667212538192689,0.8505859375,0.796875,10.1,71.8
Sales manager,Medical assistant,0.667197883923534,0.8447265625,0.80322265625,33.1,88.8
Food service manager,Accountant,0.6671264443614036,0.83251953125,0.81640625,46.7,57.0
Retail salesperson,Customer service representative,0.6669377706460334,0.7734375,0.88037109375,49.2,65.3
Chemical technician,Public relations specialist,0.6669139574586567,0.81298828125,0.83740234375,35.0,76.2
Management analyst,Miscellaneous health technician,0.6668754900021249,0.8466796875,0.80078125,46.6,72.7
Logistician,Fundraiser,0.6667985550890614,0.9140625,0.7275390625,38.7,74.9
Sales manager,Nurse practitioner,0.6667637511998183,0.85107421875,0.7958984375,33.1,89.8
